,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
11001,She was worried she wouldn't like the 3rd one either.,0,0,1,0,1,1,1,1
11002,But there was only one way to find out.,0,0,0,0,0,0,0,1
11003,She opened the book and scanned the contents.,0,0,0,0,0,0,0,1
11004,She was relieved to see it was just what she needed.,1,1,0,1,0,0,0,0
11005,Ryan and his friends were stranded in a small town.,1,0,0,0,1,0,0,1
11006,They didn't have anything to do.,0,0,0,0,1,0,0,1
11007,They decided to crash the town prom.,1,1,0,1,0,0,0,1
11008,They had a great time.,1,1,0,1,0,0,0,1
11009,Then they all got kicked out.,1,0,1,1,1,0,0,1
11010,John was at work.,0,0,0,0,0,0,0,0
11011,He wanted more customers to come into the store.,0,0,0,0,0,0,0,0
11012,He went to Walmart and bought some red balloons.,1,1,0,1,0,0,0,1
11013,He then blew up the balloons and tied them up outside.,0,0,0,0,0,0,0,0
11014,The customers saw the balloons and came into John's store.,1,0,0,1,0,0,0,1
11015,Gina liked to wake up at night and eat something.,0,0,0,0,0,0,0,0
11016,She prepared toasts in the middle of the night with glee.,1,0,0,0,0,0,0,1
11017,Her husband who was aware of her behavior tried to help her stop.,1,1,0,1,1,0,0,1
11018,He changed the peanut butter jar with pickles.,1,0,0,0,0,0,0,1
11019,"But Gina loved food so much, she didn't even noticed.",0,0,0,1,1,0,0,0
11020,Tommy didn't like vegetables.,0,0,0,0,0,1,1,0
11021,His mother had to get creative in order for Tommy to get his vitamins.,0,0,1,0,1,1,1,1
11022,Tommy still always knew his mother was trying to feed him vegetables.,0,0,0,0,0,0,1,1
11023,"He continued to rebel, and his mother finally snapped.",0,0,1,1,1,1,1,1
11024,She started to force-feed Tommy his vegetables.,0,0,1,1,1,1,1,1
11025,I had not heard from an old friend in a long time.,0,0,0,0,0,0,0,1
11026,We had not talked in over thirty days.,0,0,0,0,0,0,0,0
11027,I visited my friend at her assisted living home.,1,1,0,1,0,0,0,1
11028,She said she keeps herself busy doing crossword puzzles.,1,1,0,0,0,0,0,0
11029,Happy she was okay I mailed her several puzzle books when I got home.,1,1,0,0,0,0,0,1
11030,Yesterday I took a bottle of iced coffee outside.,0,0,0,0,0,0,0,0
11031,I packed it in a shoulder bag with a book.,1,0,0,1,0,0,0,1
11032,"I sat on a bench, read and drank.",1,0,0,0,0,0,0,0
11033,I resealed the bottle after reading for an hour.,1,1,0,0,0,0,0,1
11034,"I did not seal the bottle tightly, and the book got drenched.",1,1,1,1,1,1,1,1
11035,Barry was taking his first train ride.,1,0,1,0,0,0,0,1
11036,He wanted to see how fast it could get him to work.,1,1,0,1,0,0,0,1
11037,Barry left 20 minutes early to catch the train.,1,1,0,0,0,0,0,1
11038,"However, the train did not reach on time.",0,0,1,1,0,0,1,1
11039,Barry decided that he would not take the train to work again.,0,0,0,1,1,1,1,0
11040,Gina has a sick puppy.,0,0,1,1,1,1,0,1
11041,It got into an open box of doggy biscuits.,1,0,1,1,1,0,0,1
11042,The poor thing ate the entire box of treats.,0,0,1,1,1,1,0,1
11043,Gina has to take her dog to the animal hospital.,0,0,1,0,1,0,0,1
11044,She now hides all doggy treats inside her pantry.,0,0,1,1,1,1,1,1
11045,Lebron James played basketball in Cleveland one day.,1,0,0,0,0,0,0,0
11046,He decided to try to score fifty points in his game.,0,0,0,0,0,0,0,1
11047,"In the first half, he scored twenty five points.",0,0,0,0,0,0,0,0
11048,"At the last second of the game, he took a shot.",0,1,0,0,0,0,0,1
11049,The shot went in and was his fiftieth point.,1,0,0,0,0,0,0,0
11050,John was always easily spooked.,0,0,1,1,0,0,0,1
11051,John went to the movies with his friends.,0,1,1,1,0,0,0,1
11052,They saw a very scary horror movie.,0,0,1,1,0,0,0,1
11053,John was pretty shaken up by the content of the movie.,0,0,1,1,0,0,0,0
11054,"That night, John slept with all his lights on!",0,0,1,1,0,0,0,1
11055,Kelly really wanted her ears pierced.,0,0,1,0,0,0,0,1
11056,She never had them done before.,0,0,0,0,0,0,0,1
11057,She drove to the parlor to get them done.,1,1,0,0,0,0,0,1
11058,When she got there they pieced them.,1,0,0,0,0,0,0,0
11059,To her surprise it did not hurt.,1,0,0,1,0,0,0,0
11060,The friends went fishing.,1,1,0,0,0,0,0,1
11061,No fish were biting.,1,1,1,1,1,1,1,1
11062,They decided to go hiking instead.,1,1,0,0,0,0,0,1
11063,They bought fish on the way home.,1,1,0,1,1,0,0,1
11064,They claimed they had caught it.,1,0,0,0,1,0,0,0
11065,Jamie loved her job.,1,1,0,0,0,0,0,1
11066,She was a 911 dispatcher.,1,1,0,1,0,0,0,1
11067,She got a call one night that was very difficult.,0,0,1,1,1,0,1,1
11068,Something horrible happened to a child.,0,0,1,0,1,1,1,0
11069,Jamie quit her job after that.,0,0,1,1,1,1,0,0
11070,Today at work I was thinking about a bonfire.,1,0,0,0,0,0,0,1
11071,When I got home my husband approached me and hugged me.,1,1,0,1,0,0,0,1
11072,He told me that he's been thinking about a bonfire all day.,1,1,0,1,0,0,0,1
11073,We went to the store to get smore supplies.,1,1,0,1,0,0,0,1
11074,When we got home we made a bonfire and made smores.,1,1,0,1,0,0,0,1
11075,Jennifer's favorite author was Voltaire.,1,1,0,1,0,0,0,1
11076,She loved his witty plays.,1,0,1,0,0,0,0,0
11077,Candide was her favorite novel.,1,1,0,0,0,0,0,1
11078,One day she was reading a criticism of his works.,0,0,0,1,0,0,0,1
11079,The essay soured her opinion of the critic.,0,0,0,0,0,0,0,0
11080,Tim had bad luck with basketball.,0,0,1,1,1,1,1,0
11081,He never could get control of a bouncing ball.,0,0,0,0,1,1,0,0
11082,He refused help from anyone.,0,0,1,0,0,0,0,1
11083,One day he finally took advice from his dad.,0,1,0,0,0,0,0,0
11084,After that he was a pro at basketball.,1,1,0,1,0,0,0,1
11085,Mary went to the store to buy turkey for dinner.,1,0,0,0,0,0,0,1
11086,Mary got to the meat section and found turkey on sale.,1,0,0,1,0,0,0,0
11087,Mary bought 3 whole turkeys.,1,1,0,1,0,0,0,1
11088,She decided she would store 2 in her freezer.,1,1,0,0,0,0,0,1
11089,Mary went home and enjoyed the turkey she bought for dinner.,1,1,0,0,0,0,0,1
11090,Tom was driving to visit his friend.,1,1,0,0,0,0,0,1
11091,He listened to music on his phone's radio since his friend lived far.,1,0,0,1,0,0,0,1
11092,"When he stopped to call his friend from the store, his phone was dead.",0,0,0,1,0,1,1,1
11093,Tom had forgot his charger at home and was distraught.,0,0,0,1,1,1,1,1
11094,Tom went into the store quickly to find a new charger.,0,0,1,1,0,1,0,1
11095,Tina and Fred wanted to play hide and seek.,1,1,0,0,0,0,0,1
11096,They tried finding the best hiding places.,1,1,0,1,0,0,0,1
11097,Finally Tina hid in the bathroom.,1,0,0,1,0,0,0,1
11098,Fred couldn't find her.,1,1,1,1,1,0,0,1
11099,It took him an hour to find her.,1,1,0,1,0,0,0,1
11100,Freda wakes up early but decides to let her family sleep in.,1,0,0,0,0,0,0,0
11101,She puts on her running shoes and jogs around the block.,1,1,0,0,0,0,0,1
11102,Freda loves the feeling of a solo run in the early morning.,1,0,0,0,0,0,0,0
11103,She returns home and her family is still sleeping.,0,0,0,0,0,0,0,0
11104,Freda feels happy she got up but allowed them to rest.,1,1,0,0,0,0,0,0
11105,Peter is a concierge in our building.,0,0,0,0,0,0,0,0
11106,"He is very friendly, especially to kids.",1,1,0,1,0,0,0,1
11107,Our 2-year-old granddaughter from NY knows Peter.,1,1,0,0,0,0,0,0
11108,Tonight she came from NY and asked where Peter was.,1,0,0,0,0,0,0,0
11109,He had gone home for the day.,0,0,0,1,1,0,0,0
11110,Eric was a very hard working man.,1,1,0,0,0,0,0,1
11111,He decided it was time for a vacation.,1,1,0,1,0,0,0,1
11112,He chose to go to Hawaii and sit on the beach.,1,1,0,0,0,0,0,1
11113,Eric was loving his paradise vacation.,1,1,0,0,0,0,0,0
11114,Eric didn't want to go back home!,1,1,0,1,0,0,0,0
11115,The local supermarket had a deal on ham.,0,0,0,0,0,0,0,0
11116,I bought every piece of ham they had for sale.,1,0,0,0,0,0,0,0
11117,For the next three weeks I ate nothing but ham.,0,0,0,0,0,0,0,0
11118,When the ham ran out I forgot what other food tasted like.,0,0,0,1,0,1,0,1
11119,I went to a buffet to remind myself of life before total ham.,1,0,0,1,0,0,0,0
11120,John had been arrested.,0,0,0,1,0,1,1,0
11121,He called his wife to post bail for him.,0,0,1,1,1,1,1,1
11122,His wife did her best to gather money from friends and relatives.,0,1,1,1,1,1,1,1
11123,"Finally, she had collected enough to post bail.",1,1,0,1,0,0,0,1
11124,She hurried to the police station to bail John out of jail.,0,1,1,1,0,1,1,1
11125,Debbie was trying to apply for a home loan.,1,0,1,0,0,0,0,1
11126,Unfortunately she learned that her credit was too low.,0,0,0,1,1,0,0,0
11127,"She went home, researched how to fix it and got started.",0,1,1,1,1,1,0,1
11128,Everything said it might take a year but she tried again in months.,1,1,1,0,1,0,1,1
11129,To her delight she was finally approved for the loan.,1,1,0,1,0,0,0,1
11130,A chef was almost finished cooking some food and needed a dish.,1,0,0,0,0,0,0,1
11131,He could not find a clean plate anywhere.,0,0,0,1,1,1,1,0
11132,He used a take-out container to hold the food.,1,0,1,1,1,1,1,1
11133,The customer complained that their food was not on a plate.,0,0,1,1,1,1,1,1
11134,The chef walked out of the kitchen to apologize.,0,0,1,1,1,0,0,1
11135,Beth went hunting with her uncle.,0,0,0,0,0,0,0,0
11136,They spotted a large deer.,1,0,0,1,0,0,0,1
11137,Beth took one shot and killed the deer.,1,1,0,1,0,0,0,1
11138,They brought it back home and stored it.,1,1,0,1,0,0,0,1
11139,Beth and her uncle dried the meat so they could eat it later.,1,0,0,0,0,0,0,1
11140,I was driving around a neighborhood.,0,0,0,0,0,0,0,0
11141,I saw my friend outside his house.,1,0,0,1,0,0,0,1
11142,He had a large hose.,0,0,0,0,0,0,0,0
11143,Water was coming out if it.,0,0,1,1,0,0,0,1
11144,He was draining his pool.,0,0,0,0,0,0,0,0
11145,Justin had a three year old daughter who wouldn't listen.,0,0,0,0,0,0,1,0
11146,She was a brat and tossed things everywhere she went.,0,0,0,0,1,1,1,0
11147,She would use her tablet and ignore the world around her.,0,0,0,0,0,0,1,0
11148,One day Justin was trying to tell her pay attention while using it.,0,0,0,1,0,0,1,1
11149,She didn't listen and ran into a wall and broke her nose.,0,0,1,1,1,1,1,0
11150,Tom was a boxer.,1,0,0,0,0,0,0,1
11151,He had his first professional match.,1,0,1,1,0,0,0,1
11152,Tom was outclassed and easily beaten.,1,1,1,1,1,1,1,1
11153,Tom took in in stride.,0,1,0,1,1,0,1,1
11154,He practiced harder and became much better.,1,0,0,0,0,0,0,1
11155,Dan and his daughter went to the supermarket.,1,0,0,0,0,0,0,0
11156,"As they reached the checkout, Dan's daughter was asking for candy.",0,0,0,0,0,0,0,1
11157,Dan told his daughter that she could not get any candy.,0,0,0,0,1,1,1,1
11158,Dan's daughter immediately threw a tantrum right there in the store.,0,0,0,1,1,1,1,0
11159,Dan was so embarrassed with the behavior of his daughter.,0,0,1,1,1,1,1,1
11160,Amber was really hungry.,0,0,0,0,0,0,1,1
11161,She called her husband.,1,1,0,1,0,0,1,1
11162,He said he would get food.,1,1,0,0,0,0,0,1
11163,He stopped at Wendy's.,1,1,0,0,0,0,0,1
11164,Amber was mad because she hates their food.,0,0,1,1,1,1,1,0
11165,I loved beef jerky.,1,1,0,1,0,0,0,1
11166,I decided to make homemade jerky.,1,1,0,1,0,0,0,1
11167,I bought a dehydrator.,1,0,0,0,0,0,0,1
11168,I made some jerky.,1,1,0,0,0,0,0,1
11169,It was so tasty I decided to open a jerky business.,1,1,0,1,0,0,0,1
11170,Janet was not a cat person until one night.,0,0,0,1,0,0,0,0
11171,She heard a soft mewing as she walked to her car.,0,0,1,1,0,0,0,1
11172,"Looking down, she saw a small shivering kitten.",0,0,1,1,1,0,0,1
11173,"Picking up the kitten, it licked her hand.",1,1,0,0,0,0,0,0
11174,Janet smiled placing the kitten in her car.,1,1,0,0,0,0,0,0
11175,Jane was turning thirty.,0,0,1,0,0,0,0,1
11176,She was depressed about her milestone birthday.,0,0,1,0,1,0,0,1
11177,None of her friends had mentioned any plans.,0,0,1,1,1,1,0,1
11178,Jane had decided she was just going to stay in and order food.,0,0,0,0,1,0,0,1
11179,"When she got home, she turned on the lights and there was a party!",1,1,0,1,0,0,0,1
11180,Kristy wanted to pour a glass of water.,1,1,0,0,0,0,0,1
11181,Kristy went to the sink and grabbed a glass.,1,0,0,0,0,0,0,1
11182,She turned on the tap and water came out.,1,1,0,0,0,0,0,1
11183,Kristy poured the water into the glass.,0,0,0,1,0,0,0,0
11184,Kristy turned off the tap and drank the water.,1,0,0,0,0,0,0,1
11185,Finn's sister told him he needed to behave.,0,0,0,0,0,0,0,0
11186,"If he didn't, Krampus would put him in a bag and beat him.",0,0,0,0,0,0,0,1
11187,Finn started having nightmares about Krampus.,0,0,0,0,0,0,0,1
11188,He confessed to his mom that he was afraid of Krampus.,0,0,1,0,0,0,0,0
11189,"She explained myths and make believe, and he felt better.",1,1,0,0,0,0,0,1
11190,Sylvia was invited to go to church with her friend.,1,0,0,0,0,0,0,0
11191,They were sitting in the primary class.,1,1,0,0,0,0,0,1
11192,"Suddenly, she realized that the pianist was her school teacher.",0,0,0,1,0,0,0,0
11193,She ran up to her after class to say hi.,1,1,0,1,0,0,0,1
11194,Her teacher was happy to see her and they chatted for awhile.,1,0,0,1,0,0,0,0
11195,The party was going strong.,0,0,0,0,0,0,0,0
11196,The host put on some music.,1,0,0,0,0,0,0,0
11197,Everyone started dancing.,1,1,0,0,0,0,0,1
11198,The songs were getting everyone really excited!,1,1,0,1,0,0,0,1
11199,The party was a success!,1,1,0,0,0,0,0,1
11200,My third grade teacher was very young.,1,0,0,0,0,0,0,1
11201,She told us she had just graduated college and was 22.,1,1,0,1,0,0,0,1
11202,She was so nervous she was shaking.,0,0,1,1,0,0,0,1
11203,We tried to help her feel better.,1,1,0,1,0,0,0,0
11204,We fell in love with her on the first day.,1,1,0,0,0,0,0,0
11205,Kate liked to draw.,1,1,0,0,0,0,0,0
11206,She would draw everyday after school.,1,0,0,0,0,0,0,0
11207,She was so good that her mother put her into an advanced art class.,1,0,0,0,0,0,0,0
11208,Kate was the best in the class.,1,1,0,1,0,0,0,1
11209,Kate grew up and became one of the best artists in the world.,1,1,0,0,0,0,0,0
11210,Taryn wanted to be the first woman baseball player.,1,0,0,0,0,0,0,1
11211,She felt she was as good of a pitcher as any boy.,1,0,0,0,0,0,0,1
11212,She tried out for several minor league teams.,1,1,0,0,0,0,0,1
11213,One team signed her to a contract.,1,1,0,1,0,0,0,1
11214,Taryn is now pitching in the minors with hopes of making history.,1,0,0,1,0,0,0,1
11215,Timmy believed in Santa Claus.,1,1,0,0,0,0,0,0
11216,His mother told him he wasn't real though.,0,0,0,1,1,0,0,0
11217,He still didn't believe her.,0,0,0,0,0,0,0,0
11218,"Christmas eve, Timmy woke up to find Santa at his tree.",1,1,0,1,0,0,0,0
11219,Timmy woke his mom to show her.,1,1,0,1,0,0,0,1
11220,Maria was laying in bed trying to sleep.,0,0,0,0,0,0,0,0
11221,She wrapped her blankets around her but she was still cold.,0,0,0,1,1,0,1,1
11222,She was so tired that she didn't want to get up.,0,0,0,0,1,0,0,0
11223,"But the longer she went, the colder she got.",0,0,1,0,0,0,0,1
11224,"Finally, she jumped out of bed to turn up the heater.",0,1,1,1,1,1,1,1
11225,I had stayed at my friend's house longer than I was supposed to.,0,0,1,0,1,1,1,1
11226,It was dark by the time I headed home.,0,0,1,0,0,0,0,0
11227,In the dark I thought I saw a cat on a trash can.,0,0,1,0,0,0,0,1
11228,"I moved closer, calling and clicking my tongue.",0,0,0,0,0,0,0,1
11229,It was actually a large raccoon that responded by hissing at me.,0,0,1,1,0,0,0,1
11230,There was a pond behind my dad's house.,1,1,0,1,0,0,0,1
11231,It is very peaceful there.,1,1,0,0,0,0,0,1
11232,I climbed a tree there once.,1,1,0,1,0,0,0,1
11233,Someone texted me then.,1,1,0,0,0,0,0,1
11234,I was about to fall asleep in a tree.,0,0,0,1,0,0,0,0
11235,Kia's date took her to a very fancy restaurant.,1,0,0,0,0,0,0,1
11236,Kia thought the menu choices were strange and foreign.,0,0,1,1,0,1,0,1
11237,She ordered the most innocuous-sounding entree.,1,1,0,1,0,0,0,1
11238,"She didn't like it at all, but she pretended she did.",0,1,0,1,0,0,0,1
11239,She did not want to disappoint her date.,1,1,0,1,0,1,0,1
11240,Kelly was pregnant.,1,1,0,0,0,0,0,1
11241,She needed to relax.,1,1,1,1,1,0,1,1
11242,So she scheduled a spa day.,1,0,0,0,1,1,1,1
11243,It was great.,1,0,0,0,0,0,0,1
11244,She left feeling refreshed.,1,1,0,1,0,0,0,1
11245,Eric Set up three alarm clocks so he would get up for work.,0,1,1,0,0,0,0,1
11246,While Eric was trying to sleep his neighbor was throwing a party.,1,1,0,0,0,1,1,1
11247,The music from next door kept Eric awake for hours.,0,0,0,0,0,1,1,1
11248,When 6:00 am came all the alarms started going off.,0,0,0,0,0,0,1,0
11249,But Eric was too tired from the noise and he slept through them all.,0,0,0,0,1,1,1,0
11250,Gina was taking the posters out of a magazine she bought.,0,0,0,0,0,0,0,0
11251,She found there were only four posters.,0,0,0,1,1,1,1,0
11252,The front of the magazine promised eight.,0,0,0,1,1,1,1,1
11253,"Gina unfolded one, and discovered they were double sided.",1,0,0,1,0,0,0,1
11254,Gina now had to choose which of the two she liked more.,1,0,0,1,0,0,0,1
11255,I was sitting in class nervous.,0,0,1,1,0,0,0,1
11256,The school had just banned gum from class.,0,0,1,1,1,1,1,1
11257,I always get nervous when I am not chewing gum.,0,0,1,0,0,0,0,1
11258,"When the bell finally rang, I bolted from the room.",0,0,1,1,1,1,0,1
11259,I could finally have that sweet piece of gum.,1,1,0,0,0,0,0,1
11260,Ren asked a friend to write a report or her.,0,0,1,1,0,0,0,0
11261,It took her friend a few days to prepare the paper.,0,0,0,0,0,0,0,1
11262,They exchanged the money and report when the paper was due.,1,1,0,0,0,0,0,1
11263,"After the class, Ren received a phone call from her friend.",1,1,1,1,0,0,0,1
11264,She was mad since her report received an F.,0,0,1,1,1,1,1,0
11265,Bert Johnson was miles away from home when it started snowing.,0,0,1,1,0,0,0,1
11266,"He sighed, knowing he'd have to stop his truck for the night.",0,0,0,1,1,1,1,1
11267,"That's when he received a call from his wife, saying his son was sick.",0,0,1,1,1,0,0,1
11268,Bert knew there was nothing that could stop him from continuing.,0,1,1,1,1,0,0,1
11269,Bert made it home in record time.,1,1,0,1,0,0,0,0
11270,Sonya was a very arrogant person.,1,1,0,0,0,0,1,1
11271,She had awesome boxing skills.,1,1,0,0,0,0,0,1
11272,The toughest gal around wanted to fight.,0,0,1,0,0,1,1,1
11273,The tough gal punched Sonya with all her might.,0,0,1,1,0,1,1,1
11274,Sonya blocked it and no one ever messed with her again.,1,1,0,1,0,0,1,1
11275,Yuri was walking down the beach.,1,1,0,0,0,0,0,1
11276,"Suddenly, he stepped on something sharp.",0,0,1,1,0,0,0,0
11277,He looked down and noticed a ring.,0,0,0,1,0,0,0,1
11278,The ring had blue and red jewels on it.,1,0,0,1,0,0,0,1
11279,He decided to keep it and gave it to his wife.,1,1,0,1,0,0,0,1
11280,Leo was lying in the sand at the beach.,1,1,0,1,0,0,0,0
11281,It was a perfect day to relax near the water.,1,1,0,1,0,0,0,1
11282,"Without intending to, he drifted off to sleep.",1,1,0,0,0,0,0,0
11283,He woke up with a burning sensation on his body.,0,0,1,1,1,0,0,1
11284,It was the last time he left sunblock at home.,0,0,1,1,1,1,0,1
11285,Mariah was playing her very first soccer game.,1,1,0,1,0,0,0,1
11286,She was really pumped up to win and trying hard.,1,1,0,0,0,0,0,1
11287,"Unfortunately, her team didn't manage to win that day.",0,0,0,1,1,0,0,0
11288,Mariah was really upset at first.,0,0,0,1,1,1,1,0
11289,Then she realized that it only motivated her more.,1,0,0,1,0,0,0,1
11290,Cassie's car stopped working.,0,0,1,1,0,0,0,0
11291,She went to the shop to get it fixed.,1,1,0,1,0,0,1,1
11292,They told her it could not be fixed.,0,0,1,1,1,0,0,0
11293,Cassie was very happy.,1,1,0,1,0,0,0,1
11294,She used it as an excuse to buy a new car.,1,1,0,1,0,0,0,1
11295,Will wanted to improve his health.,0,0,1,0,0,0,0,1
11296,Will got himself a FitBit.,0,1,0,0,0,0,0,1
11297,Will began tracking his steps with the FitBit.,1,1,0,0,0,1,0,1
11298,Will walked more and more each day for several months.,1,1,0,0,0,0,0,1
11299,Now Will is in the best shape of his life.,1,1,0,0,0,0,0,1
11300,A large storm blew through town.,0,0,0,0,0,0,0,0
11301,The wind was so strong it uprooted a large maple tree.,0,0,0,0,0,0,0,0
11302,The tree fell over on the bridge into town.,0,0,0,0,0,0,0,0
11303,The bridge collapsed from the tree.,0,0,0,0,0,0,0,0
11304,Later an engineer determined that it could not be repaired at all.,0,0,1,1,1,1,1,1
11305,Liz was really good at singing.,0,0,0,0,0,0,0,0
11306,But she always sang alone!,1,0,0,0,0,0,0,1
11307,She decided to join the church choir.,1,1,0,0,0,0,0,1
11308,They practiced singing during the week.,0,0,0,0,0,0,0,0
11309,They ended up singing beautifully every Sunday!,1,1,0,1,0,0,0,0
11310,"Our granddaughter Ella lives in NYC, while we are in Boston.",0,0,0,0,1,0,0,1
11311,Her mom sends videos to update us.,1,1,0,0,0,0,0,0
11312,Today she sent a video of Ella saying the alphabet.,1,1,0,1,0,0,0,1
11313,She got some of it right.,1,1,0,0,0,0,0,0
11314,We were very amused.,0,0,0,0,0,0,0,0
11315,Lila's mother told her she had to do her own laundry.,0,0,0,0,0,0,0,0
11316,"Lila loaded up the machine, throwing all her clothes together.",0,0,0,0,0,1,1,1
11317,It was a bad idea to mix colors and white.,0,0,0,1,1,0,1,0
11318,"When she took the clothes out, everything that went in white was pink.",0,0,0,1,1,1,1,0
11319,Her red shirt had bled all over everything!,0,0,0,1,1,0,0,0
11320,The kids were hungry after school.,0,0,0,0,0,0,0,1
11321,Their mom made them some chicken nuggets.,1,1,0,1,0,0,0,1
11322,They ate the whole bag in one sitting.,1,1,0,1,0,0,0,1
11323,"Soon, it was time for dinner.",1,0,0,1,0,0,0,1
11324,The kids were too full from nuggets to eat!,1,1,0,1,0,0,0,1
11325,Courtney had always wanted a hedgehog.,1,1,0,0,0,0,0,1
11326,She constantly would look up pictures of them.,1,0,0,0,0,0,0,1
11327,Her husband knew that she would never buy one for herself.,1,0,0,0,0,0,0,1
11328,He secretly bought one for her.,1,1,0,1,0,0,0,1
11329,Courtney was so surprised when she got her new pet.,1,1,0,1,0,0,0,0
11330,Cameron looked outside the open door of the plane.,0,0,1,1,0,0,0,1
11331,He took a deep breath and jumped out.,1,1,1,1,0,0,0,1
11332,"As he fell through the air, he remembered his training.",1,1,1,1,0,0,0,1
11333,He pulled the strings of his backpack and released the parachute.,1,1,1,1,0,0,0,1
11334,It was an exhilarating experience.,1,1,1,1,0,0,0,1
11335,Paul is a very creative and artistic person.,1,1,0,0,0,0,0,0
11336,He loves sharing his creations and imagination with the world.,1,1,0,0,0,0,0,0
11337,Paul decided to use his creativity to create a clothing company.,1,1,0,0,0,0,0,1
11338,Paul built a website for his clothing company and opened a store.,1,0,0,0,0,0,0,0
11339,Paul now completely supports himself from the sales of his clothing.,1,0,0,0,0,0,0,0
11340,Mary and Jimmy liked playing Pokemon Go.,1,0,0,0,0,0,0,1
11341,They had fun exploring their city while capturing imaginary creatures.,1,1,0,1,0,0,0,1
11342,They even played the game after dark and in unfamiliar places.,1,1,0,1,0,0,0,1
11343,Then some people in town fell off a cliff while playing Pokemon Go.,0,0,1,1,1,0,0,0
11344,Mary and Jimmy decided they didn't feel like playing after that.,0,0,1,1,1,0,0,1
11345,Luke has a math test tomorrow.,0,0,1,1,0,0,0,1
11346,He has not studied at all.,0,0,1,0,1,0,0,1
11347,When he got to school he tried to study.,0,0,1,0,1,0,0,1
11348,"However, he did not understand at all.",0,0,1,0,0,0,0,0
11349,He ended up failing his test.,0,0,0,0,1,1,1,0
11350,Ted wanted a new alarm clock.,0,0,0,0,0,0,0,0
11351,He could never hear his alarm clock.,0,0,0,0,0,0,1,1
11352,He slept in late too many times.,0,0,1,1,1,1,1,1
11353,He went to the store and bought a huge one.,0,0,0,0,0,0,0,1
11354,He finally was early to something.,1,0,0,1,0,0,0,1
11355,Susan is from Germany.,0,0,0,0,0,0,0,0
11356,Her stomach is very sensitive to foreign food.,0,0,1,1,0,0,0,1
11357,One day she ate American hamburgers.,0,0,1,0,0,1,0,1
11358,The beef upset her intestines.,0,1,1,1,1,1,1,1
11359,She spent much of the day in the bathroom.,0,0,1,1,1,1,0,1
11360,Bob likes movies.,1,0,0,0,0,0,0,0
11361,He called his friend to ask if he'd like to go see a film.,1,1,0,0,0,0,0,1
11362,His friend mumbled something about having to do his laundry.,0,0,0,0,1,0,0,0
11363,Bob went to the movie alone.,0,0,0,1,1,0,0,0
11364,His friend was there with a group of people so Bob decided to leave.,0,0,1,1,1,1,1,0
11365,Emma wasn't happy with her career.,0,0,1,0,1,1,1,0
11366,"Although she graduated in law, she had become a receptionist.",0,0,1,1,1,1,1,0
11367,She put this down to the lack of jobs in law.,0,0,1,1,1,1,1,0
11368,It took her years to realise that she was pursuing the wrong job.,0,0,0,1,1,1,1,1
11369,"Deep down, she didn't want to be a lawyer as she had strong morals.",0,0,0,0,1,0,0,1
11370,Zack wanted to vote in the election.,0,0,0,0,0,0,0,1
11371,Unfortunately Zack was traveling during the election.,0,0,0,1,0,0,1,0
11372,Zack filed an absentee ballot.,1,0,0,0,1,0,0,0
11373,Zack voted.,1,1,0,0,0,0,0,1
11374,Zack was happy to have voted.,1,1,0,1,0,0,0,1
11375,Wayne's lawn had become overgrown.,0,0,1,0,1,1,1,1
11376,He took out his push mower and started to mow the grass.,0,0,0,0,0,0,0,1
11377,"The push mower was inefficient, so it took a long time to finish.",0,0,0,1,1,1,0,0
11378,Wayne decided to invest in a new gas-powered mower.,1,1,0,0,0,0,0,1
11379,He went to the hardware store and bought a new lawn mower.,1,0,0,0,0,0,0,1
11380,Jill chose to go on vacation to learn to snowboard.,1,1,0,0,0,0,0,1
11381,She decided to take a snowboarding lesson at the mountain.,1,1,0,1,0,0,0,1
11382,She fell constantly and wanted to give up!,0,0,0,1,1,1,1,1
11383,"After a few hours of practice, Jill went down a beginner trail.",1,0,0,0,0,0,0,1
11384,Jill hopes to return to the mountain again next year.,1,1,0,1,0,0,0,1
11385,There was a knock on the door.,0,0,0,0,0,0,0,0
11386,The man inside was busy.,0,0,0,1,1,0,1,0
11387,He did not open the door.,0,1,0,0,0,0,0,0
11388,There was a louder knock on the door.,0,0,1,0,0,0,1,1
11389,The man answered the louder knock.,0,0,0,1,0,0,1,1
11390,Kim was flying a kite.,1,0,0,0,0,0,0,1
11391,All of a sudden the wind picked up.,1,0,1,1,0,0,0,0
11392,She tried to hold on but it was too much.,0,0,1,1,1,0,1,0
11393,The kite flew away.,0,0,1,1,1,1,1,1
11394,Her father reprimanded her severely over it.,0,0,1,0,1,1,1,0
11395,Charles wanted a Macintosh computer but couldn't afford one.,0,0,0,0,1,0,1,0
11396,He decided to look on Craigslist for deals.,1,1,0,0,0,0,0,1
11397,He found a store claiming they sell new Macs for $400.,1,0,0,0,0,0,0,1
11398,He drove to the store and ordered a new Mac with photo software.,1,0,0,0,0,0,0,1
11399,"The price was under $400, and Charles was awestruck.",1,0,0,1,0,0,0,0
11400,Spencer and Perry had a son together.,1,1,0,0,0,0,0,1
11401,As the son grew older Spencer began to wonder if the child was his.,0,0,1,1,0,0,0,1
11402,He secretly took the child to a lab for a DNA test.,0,0,1,0,1,1,0,1
11403,Perry had no idea and thought they went to the movies.,0,0,1,0,0,0,0,0
